name,number,from,to,departure_time,arrival_time,price,duration_hours,link,
Akasa Air,AK7518,Delhi,Hyderabad,18:00,20:48,9408,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6123,Kolkata,Guwahati,01:45,03:57,7761,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1665,Mumbai,Kochi,21:30,01:00,11669,3.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP5656,Lucknow,Mumbai,02:30,04:18,5799,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4733,Chandigarh,Pune,00:45,02:39,7233,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP671,Ahmedabad,Chandigarh,08:15,11:27,11168,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5364,Kolkata,Srinagar,15:00,16:48,7182,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2124,Lucknow,Hyderabad,16:00,19:18,11939,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5201,Hyderabad,Goa,03:45,06:51,9011,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4393,Mumbai,Kolkata,00:30,02:00,5304,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI3558,Bangalore,Delhi,12:15,14:39,7238,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN4500,Goa,Pune,15:45,18:57,11123,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1259,Kolkata,Pune,17:15,19:03,6503,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI3325,Lucknow,Kolkata,22:30,00:18,4984,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI484,Kolkata,Delhi,08:45,10:27,4596,1.7,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK3274,Srinagar,Bangalore,11:30,12:36,2946,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK5670,Mumbai,Jaipur,23:15,02:27,9868,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI9263,Srinagar,Kolkata,01:00,03:00,6396,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK197,Guwahati,Ahmedabad,23:00,01:00,6378,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI5967,Guwahati,Bangalore,21:30,00:54,11515,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8767,Chennai,Delhi,20:00,21:36,6376,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6323,Hyderabad,Chennai,13:45,15:15,5482,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2256,Goa,Chandigarh,21:15,23:27,7990,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI2715,Mumbai,Guwahati,11:00,12:48,5954,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI6223,Lucknow,Bangalore,15:15,18:27,9580,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8249,Guwahati,Srinagar,08:15,11:45,13191,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1760,Guwahati,Ahmedabad,04:15,06:09,6638,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP9362,Jaipur,Srinagar,14:30,16:00,4417,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8986,Kochi,Kolkata,13:30,15:18,5599,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI3525,Delhi,Kolkata,19:30,20:48,3438,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK3003,Ahmedabad,Bangalore,20:15,21:39,4478,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI4188,Kolkata,Jaipur,23:45,03:03,12417,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI3241,Chandigarh,Goa,17:00,19:00,6092,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP8020,Guwahati,Goa,12:45,16:03,10919,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI8130,Jaipur,Lucknow,07:45,11:09,10302,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN7588,Goa,Pune,09:45,11:15,4428,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP4550,Delhi,Mumbai,05:00,06:54,5289,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9853,Delhi,Ahmedabad,17:15,20:03,7951,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI1360,Lucknow,Chennai,09:30,12:42,12787,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2910,Guwahati,Pune,07:30,10:24,8288,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4793,Pune,Mumbai,13:00,15:06,5867,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7780,Jaipur,Kochi,10:30,13:06,8468,2.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI9465,Kochi,Kolkata,02:15,04:27,8342,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI3064,Lucknow,Kolkata,07:00,08:36,5574,1.6,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP7183,Chennai,Srinagar,07:15,09:33,7217,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI537,Kolkata,Bangalore,14:30,16:18,7102,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI2484,Chandigarh,Chennai,15:45,19:15,13930,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP3927,Srinagar,Delhi,12:00,14:54,7368,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN252,Delhi,Ahmedabad,12:45,14:15,4596,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1164,Jaipur,Chandigarh,13:00,16:30,10003,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI7178,Srinagar,Kochi,13:30,15:06,4796,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN4123,Hyderabad,Srinagar,07:00,10:30,8785,3.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4230,Mumbai,Pune,02:45,04:21,5425,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6303,Chandigarh,Pune,05:45,08:15,6570,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN9494,Chandigarh,Lucknow,04:15,06:39,8256,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK9467,Kolkata,Chennai,11:45,14:39,10869,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4662,Goa,Chennai,00:00,01:24,5072,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4678,Ahmedabad,Delhi,03:00,04:48,7191,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI8765,Chandigarh,Kolkata,12:45,13:45,3469,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4645,Ahmedabad,Hyderabad,23:30,00:54,4621,1.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI7422,Kochi,Srinagar,09:30,12:06,9679,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI6516,Delhi,Bangalore,02:30,05:06,9531,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8077,Kochi,Mumbai,01:15,04:39,11964,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI5323,Chandigarh,Lucknow,04:45,06:15,5934,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI4047,Chandigarh,Pune,18:30,20:42,7774,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP1594,Pune,Guwahati,20:15,21:15,2651,1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4487,Pune,Lucknow,07:45,08:51,2763,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN3193,Ahmedabad,Delhi,21:15,00:09,9900,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5670,Chandigarh,Hyderabad,12:00,14:48,10130,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP9130,Ahmedabad,Goa,20:00,22:54,8276,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI5141,Jaipur,Guwahati,11:15,14:27,9312,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI4598,Guwahati,Bangalore,08:30,10:06,4390,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK3741,Mumbai,Srinagar,13:00,15:18,6205,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP5214,Delhi,Chennai,21:45,23:51,6274,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI2738,Pune,Chandigarh,06:15,09:21,10732,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4951,Srinagar,Guwahati,20:15,22:03,5495,1.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN8885,Lucknow,Chennai,09:00,11:54,10181,2.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6809,Pune,Ahmedabad,03:45,06:15,9610,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK9797,Lucknow,Hyderabad,06:15,07:21,3139,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2416,Lucknow,Bangalore,08:30,09:36,3102,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP1338,Guwahati,Chennai,06:30,08:42,6800,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3769,Pune,Mumbai,00:00,02:30,7257,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4725,Bangalore,Delhi,19:00,20:42,5572,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK5029,Kochi,Delhi,06:00,08:12,6437,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI2792,Chennai,Pune,08:00,11:12,12076,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP1902,Pune,Bangalore,13:45,15:15,4444,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7138,Ahmedabad,Mumbai,09:30,11:24,6602,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK7354,Chennai,Pune,05:15,07:33,7831,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI6787,Guwahati,Lucknow,00:30,02:48,7617,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN7289,Guwahati,Delhi,03:45,06:09,6506,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK4047,Jaipur,Mumbai,13:45,14:57,4728,1.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI901,Mumbai,Kolkata,11:15,14:15,9720,3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8716,Hyderabad,Ahmedabad,00:00,01:48,4834,1.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI2046,Pune,Hyderabad,23:45,03:03,10612,3.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8295,Chandigarh,Lucknow,20:00,21:12,3914,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4629,Kochi,Hyderabad,22:00,00:42,6995,2.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN8771,Bangalore,Jaipur,15:30,18:36,9275,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK1346,Jaipur,Bangalore,14:00,16:30,9580,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK6616,Lucknow,Srinagar,14:30,15:54,3631,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7716,Mumbai,Chennai,02:00,04:06,7398,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI4018,Kochi,Hyderabad,05:15,06:51,4699,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI2346,Hyderabad,Delhi,12:00,14:24,6823,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2340,Jaipur,Chandigarh,20:30,22:24,6843,1.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN2576,Jaipur,Pune,01:00,02:24,3743,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI7420,Ahmedabad,Pune,17:30,20:18,9752,2.8,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK4150,Ahmedabad,Hyderabad,16:45,18:21,5094,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6772,Goa,Lucknow,11:30,13:00,4147,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP3242,Bangalore,Goa,04:00,05:00,3747,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3725,Guwahati,Hyderabad,21:15,00:03,9623,2.8,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI4057,Ahmedabad,Delhi,22:45,00:57,8764,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2121,Chandigarh,Bangalore,07:45,11:03,13081,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI5691,Bangalore,Goa,16:15,17:21,3362,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Akasa Air,AK1632,Guwahati,Chennai,14:15,15:15,2873,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI9118,Goa,Bangalore,21:15,23:15,7876,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI7172,Jaipur,Mumbai,23:00,00:24,5311,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI6311,Chandigarh,Ahmedabad,12:45,14:57,7354,2.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3659,Guwahati,Chennai,08:00,10:24,6938,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2655,Kochi,Lucknow,10:30,12:30,7434,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK8527,Mumbai,Srinagar,03:00,06:18,10282,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI7167,Kolkata,Bangalore,14:00,17:00,9861,3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP8658,Mumbai,Srinagar,06:15,09:39,11696,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN1037,Pune,Lucknow,09:45,12:51,10341,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI9090,Hyderabad,Guwahati,05:15,07:45,8705,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK5979,Ahmedabad,Bangalore,10:30,13:24,9755,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP8072,Srinagar,Goa,23:45,01:51,7316,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4084,Goa,Jaipur,14:45,16:03,3438,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN8027,Bangalore,Kochi,06:15,07:15,2654,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP6210,Hyderabad,Kolkata,18:15,19:57,4700,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP8254,Goa,Kochi,02:00,04:06,8374,2.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK2124,Jaipur,Lucknow,13:45,15:57,5506,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5265,Mumbai,Hyderabad,09:45,11:03,4461,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6942,Chandigarh,Lucknow,19:45,22:39,10248,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI1181,Ahmedabad,Srinagar,11:15,12:45,5392,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8540,Chandigarh,Pune,02:15,04:45,6780,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK1218,Lucknow,Kochi,10:45,11:51,3215,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK866,Srinagar,Goa,02:00,05:12,11059,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
AirAsia India,AI3444,Chandigarh,Lucknow,15:45,19:03,10886,3.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP9562,Kochi,Pune,10:15,12:09,5563,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI7437,Srinagar,Hyderabad,02:15,05:21,8704,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Akasa Air,AK2239,Jaipur,Mumbai,05:00,07:54,10875,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN9372,Kolkata,Delhi,12:15,13:33,3744,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4978,Bangalore,Kochi,09:30,12:42,9324,3.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2845,Chandigarh,Hyderabad,20:00,21:06,3980,1.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP7384,Goa,Guwahati,02:15,04:33,7716,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI7835,Ahmedabad,Jaipur,14:30,15:48,3595,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK378,Ahmedabad,Jaipur,23:00,01:18,6709,2.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1468,Chandigarh,Pune,23:45,01:09,4193,1.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Air India,AI4592,Delhi,Mumbai,23:15,01:33,6094,2.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK8387,Kolkata,Jaipur,12:15,14:15,7394,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI1508,Ahmedabad,Pune,13:15,14:45,4872,1.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI3884,Bangalore,Kochi,04:30,07:42,10112,3.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Vistara,VI6485,Chennai,Ahmedabad,14:30,16:54,8174,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP9601,Bangalore,Kolkata,08:15,10:39,6727,2.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP5756,Guwahati,Bangalore,16:00,18:00,7878,2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI1850,Chandigarh,Guwahati,01:45,05:09,9203,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9438,Ahmedabad,Lucknow,00:45,02:45,5832,2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN5930,Pune,Goa,09:30,11:54,6729,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI9725,Srinagar,Kochi,07:45,09:51,6879,2.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
SpiceJet,SP2279,Goa,Jaipur,01:30,04:54,10771,3.4,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
SpiceJet,SP5194,Hyderabad,Bangalore,06:15,07:33,4117,1.3,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
IndiGo,IN8374,Chandigarh,Srinagar,11:30,12:48,4994,1.3,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN7332,Chennai,Delhi,21:30,00:06,7423,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI8026,Guwahati,Bangalore,17:15,20:39,9452,3.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN4152,Kochi,Goa,23:00,00:30,3783,1.5,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN2654,Mumbai,Kochi,00:15,02:09,5504,1.9,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN6704,Hyderabad,Goa,03:45,06:21,8353,2.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI2433,Chennai,Pune,05:15,06:15,3128,1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI2487,Srinagar,Bangalore,09:00,10:06,3664,1.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
SpiceJet,SP2768,Chennai,Goa,04:45,05:57,3414,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
AirAsia India,AI2139,Guwahati,Mumbai,10:30,13:36,9241,3.1,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
Vistara,VI5609,Mumbai,Chandigarh,22:30,00:42,5953,2.2,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
AirAsia India,AI8926,Kochi,Jaipur,10:45,11:57,4766,1.2,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Air India,AI8003,Pune,Kolkata,06:15,08:45,9780,2.5,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN5832,Delhi,Guwahati,04:30,06:54,7672,2.4,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
IndiGo,IN2938,Kolkata,Goa,00:00,02:54,11223,2.9,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
Akasa Air,AK9415,Delhi,Chennai,16:15,17:51,5667,1.6,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets,
Air India,AI5975,Lucknow,Kochi,14:15,17:21,10685,3.1,https://www.airindia.com/en/book-flights/goa-to-pune-flights ,
IndiGo,IN3983,Lucknow,Chandigarh,10:00,11:42,4537,1.7,https://www.makemytrip.com/flights/goa-pune-cheap-airtickets.html ,
